dataset,num_nodes,num_epochs,local_epochs,graph_type,graph_param,batch_size,samples_per_client,algorithm,attack_percentage,attack_type,lambda,final_compromised_accuracy,final_honest_accuracy,filename
celeba,20,10,3,erdos,045,64,10000,ubar,50,directed_deviation,1,0.9105,0.9101,celeba_20_10_3_erdos_045_64_10000_ubar_50attack_1lambda.log
celeba,20,10,3,erdos,045,64,10000,ubar,50,gaussian,1,0.9105,0.9101,celeba_20_10_3_erdos_045_64_10000_ubar_50attack_gaussian_1lambda.log
celeba,20,10,3,erdos,045,64,10000,ubar,60,directed_deviation,1,0.9102,0.9162,celeba_20_10_3_erdos_045_64_10000_ubar_60attack_1lambda.log
celeba,20,10,3,erdos,045,64,10000,ubar,60,gaussian,1,0.9102,0.9162,celeba_20_10_3_erdos_045_64_10000_ubar_60attack_gaussian_1lambda.log
celeba,20,10,3,erdos,045,64,10000,ubar,70,directed_deviation,1,0.9144,0.915,celeba_20_10_3_erdos_045_64_10000_ubar_70attack_1lambda.log
celeba,20,10,3,erdos,045,64,10000,ubar,70,gaussian,1,0.9144,0.915,celeba_20_10_3_erdos_045_64_10000_ubar_70attack_gaussian_1lambda.log
celeba,20,10,3,erdos,045,64,10000,ubar,80,directed_deviation,1,0.8853,0.9216,celeba_20_10_3_erdos_045_64_10000_ubar_80attack_1lambda.log
celeba,20,10,3,erdos,045,64,10000,ubar,80,gaussian,1,0.8855,0.9216,celeba_20_10_3_erdos_045_64_10000_ubar_80attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,0,directed_deviation,1,0.8422,0.8422,celeba_20_10_3_erdos_06_64_10000_balance_0attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,10,directed_deviation,1,0.7779,0.6708,celeba_20_10_3_erdos_06_64_10000_balance_10attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,10,gaussian,1,0.5198,0.599,celeba_20_10_3_erdos_06_64_10000_balance_10attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,20,directed_deviation,1,0.8831,0.7983,celeba_20_10_3_erdos_06_64_10000_balance_20attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,20,gaussian,1,0.5354,0.607,celeba_20_10_3_erdos_06_64_10000_balance_20attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,30,directed_deviation,1,0.8245,0.7966,celeba_20_10_3_erdos_06_64_10000_balance_30attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,30,gaussian,1,0.5155,0.541,celeba_20_10_3_erdos_06_64_10000_balance_30attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,40,directed_deviation,1,0.7442,0.7002,celeba_20_10_3_erdos_06_64_10000_balance_40attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,40,gaussian,1,0.5124,0.527,celeba_20_10_3_erdos_06_64_10000_balance_40attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,50,directed_deviation,1,0.6348,0.6301,celeba_20_10_3_erdos_06_64_10000_balance_50attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,50,gaussian,1,0.511,0.5217,celeba_20_10_3_erdos_06_64_10000_balance_50attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,60,directed_deviation,1,0.7457,0.7161,celeba_20_10_3_erdos_06_64_10000_balance_60attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,60,gaussian,1,0.5168,0.5158,celeba_20_10_3_erdos_06_64_10000_balance_60attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,70,directed_deviation,1,0.7666,0.7849,celeba_20_10_3_erdos_06_64_10000_balance_70attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,70,gaussian,1,0.5127,0.5148,celeba_20_10_3_erdos_06_64_10000_balance_70attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,80,directed_deviation,1,0.6196,0.585,celeba_20_10_3_erdos_06_64_10000_balance_80attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,balance,80,gaussian,1,0.6608,0.7284,celeba_20_10_3_erdos_06_64_10000_balance_80attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,0,directed_deviation,1,0.838,0.838,celeba_20_10_3_erdos_06_64_10000_coarse_0attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,10,directed_deviation,1,0.6746,0.5748,celeba_20_10_3_erdos_06_64_10000_coarse_10attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,10,gaussian,1,0.8247,0.8128,celeba_20_10_3_erdos_06_64_10000_coarse_10attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,20,directed_deviation,1,0.8932,0.8564,celeba_20_10_3_erdos_06_64_10000_coarse_20attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,20,gaussian,1,0.7754,0.7743,celeba_20_10_3_erdos_06_64_10000_coarse_20attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,30,directed_deviation,1,0.6495,0.6564,celeba_20_10_3_erdos_06_64_10000_coarse_30attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,30,gaussian,1,0.661,0.6761,celeba_20_10_3_erdos_06_64_10000_coarse_30attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,40,directed_deviation,1,0.5526,0.5717,celeba_20_10_3_erdos_06_64_10000_coarse_40attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,40,gaussian,1,0.5757,0.5848,celeba_20_10_3_erdos_06_64_10000_coarse_40attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,50,directed_deviation,1,0.5115,0.5224,celeba_20_10_3_erdos_06_64_10000_coarse_50attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,50,gaussian,1,0.6619,0.6728,celeba_20_10_3_erdos_06_64_10000_coarse_50attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,60,directed_deviation,1,0.7246,0.7212,celeba_20_10_3_erdos_06_64_10000_coarse_60attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,60,gaussian,1,0.6406,0.6353,celeba_20_10_3_erdos_06_64_10000_coarse_60attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,70,directed_deviation,1,0.6695,0.6681,celeba_20_10_3_erdos_06_64_10000_coarse_70attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,70,gaussian,1,0.6531,0.6632,celeba_20_10_3_erdos_06_64_10000_coarse_70attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,80,directed_deviation,1,0.6551,0.6256,celeba_20_10_3_erdos_06_64_10000_coarse_80attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,coarse,80,gaussian,1,0.6234,0.6486,celeba_20_10_3_erdos_06_64_10000_coarse_80attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,0,directed_deviation,1,0.9227,0.9227,celeba_20_10_3_erdos_06_64_10000_d-fedavg_0attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,10,directed_deviation,1,0.7001,0.7796,celeba_20_10_3_erdos_06_64_10000_d-fedavg_10attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,10,gaussian,1,0.5088,0.5038,celeba_20_10_3_erdos_06_64_10000_d-fedavg_10attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,20,directed_deviation,1,0.6958,0.7137,celeba_20_10_3_erdos_06_64_10000_d-fedavg_20attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,20,gaussian,1,0.4978,0.5027,celeba_20_10_3_erdos_06_64_10000_d-fedavg_20attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,30,directed_deviation,1,0.7463,0.7546,celeba_20_10_3_erdos_06_64_10000_d-fedavg_30attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,30,gaussian,1,0.4972,0.4963,celeba_20_10_3_erdos_06_64_10000_d-fedavg_30attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,40,directed_deviation,1,0.6213,0.6228,celeba_20_10_3_erdos_06_64_10000_d-fedavg_40attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,40,gaussian,1,0.503,0.489,celeba_20_10_3_erdos_06_64_10000_d-fedavg_40attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,50,directed_deviation,1,0.5917,0.6177,celeba_20_10_3_erdos_06_64_10000_d-fedavg_50attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,50,gaussian,1,0.4934,0.4998,celeba_20_10_3_erdos_06_64_10000_d-fedavg_50attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,60,directed_deviation,1,0.5223,0.5515,celeba_20_10_3_erdos_06_64_10000_d-fedavg_60attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,60,gaussian,1,0.5007,0.5153,celeba_20_10_3_erdos_06_64_10000_d-fedavg_60attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,70,directed_deviation,1,0.528,0.519,celeba_20_10_3_erdos_06_64_10000_d-fedavg_70attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,70,gaussian,1,0.5104,0.4783,celeba_20_10_3_erdos_06_64_10000_d-fedavg_70attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,80,directed_deviation,1,0.5138,0.5175,celeba_20_10_3_erdos_06_64_10000_d-fedavg_80attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,d-fedavg,80,gaussian,1,0.4962,0.5035,celeba_20_10_3_erdos_06_64_10000_d-fedavg_80attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,0,directed_deviation,1,0.9073,0.9073,celeba_20_10_3_erdos_06_64_10000_krum_0attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,10,directed_deviation,1,0.9102,0.909,celeba_20_10_3_erdos_06_64_10000_krum_10attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,10,gaussian,1,0.9102,0.909,celeba_20_10_3_erdos_06_64_10000_krum_10attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,20,directed_deviation,1,0.9097,0.9076,celeba_20_10_3_erdos_06_64_10000_krum_20attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,20,gaussian,1,0.9097,0.9076,celeba_20_10_3_erdos_06_64_10000_krum_20attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,30,directed_deviation,1,0.9052,0.9107,celeba_20_10_3_erdos_06_64_10000_krum_30attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,30,gaussian,1,0.8965,0.9078,celeba_20_10_3_erdos_06_64_10000_krum_30attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,40,directed_deviation,1,0.5568,0.5457,celeba_20_10_3_erdos_06_64_10000_krum_40attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,40,gaussian,1,0.857,0.8771,celeba_20_10_3_erdos_06_64_10000_krum_40attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,50,directed_deviation,1,0.5922,0.6207,celeba_20_10_3_erdos_06_64_10000_krum_50attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,50,gaussian,1,0.4934,0.4998,celeba_20_10_3_erdos_06_64_10000_krum_50attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,60,directed_deviation,1,0.5223,0.5515,celeba_20_10_3_erdos_06_64_10000_krum_60attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,60,gaussian,1,0.5007,0.5153,celeba_20_10_3_erdos_06_64_10000_krum_60attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,70,directed_deviation,1,0.5152,0.5135,celeba_20_10_3_erdos_06_64_10000_krum_70attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,70,gaussian,1,0.5104,0.4783,celeba_20_10_3_erdos_06_64_10000_krum_70attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,80,directed_deviation,1,0.5138,0.5175,celeba_20_10_3_erdos_06_64_10000_krum_80attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,krum,80,gaussian,1,0.4962,0.5035,celeba_20_10_3_erdos_06_64_10000_krum_80attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,0,directed_deviation,1,0.9138,0.9138,celeba_20_10_3_erdos_06_64_10000_ubar_0attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,10,directed_deviation,1,0.9141,0.9141,celeba_20_10_3_erdos_06_64_10000_ubar_10attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,10,gaussian,1,0.9198,0.9139,celeba_20_10_3_erdos_06_64_10000_ubar_10attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,20,directed_deviation,1,0.9117,0.9121,celeba_20_10_3_erdos_06_64_10000_ubar_20attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,20,gaussian,1,0.9145,0.9139,celeba_20_10_3_erdos_06_64_10000_ubar_20attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,30,directed_deviation,1,0.9101,0.9165,celeba_20_10_3_erdos_06_64_10000_ubar_30attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,30,gaussian,1,0.9101,0.9165,celeba_20_10_3_erdos_06_64_10000_ubar_30attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,40,directed_deviation,1,0.9129,0.9153,celeba_20_10_3_erdos_06_64_10000_ubar_40attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,40,gaussian,1,0.9129,0.9153,celeba_20_10_3_erdos_06_64_10000_ubar_40attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,50,directed_deviation,1,0.9149,0.9215,celeba_20_10_3_erdos_06_64_10000_ubar_50attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,50,gaussian,1,0.9149,0.9215,celeba_20_10_3_erdos_06_64_10000_ubar_50attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,60,directed_deviation,1,0.9103,0.9162,celeba_20_10_3_erdos_06_64_10000_ubar_60attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,60,gaussian,1,0.9103,0.9162,celeba_20_10_3_erdos_06_64_10000_ubar_60attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,70,directed_deviation,1,0.9152,0.9186,celeba_20_10_3_erdos_06_64_10000_ubar_70attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,70,gaussian,1,0.9152,0.9186,celeba_20_10_3_erdos_06_64_10000_ubar_70attack_gaussian_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,80,directed_deviation,1,0.9132,0.9188,celeba_20_10_3_erdos_06_64_10000_ubar_80attack_1lambda.log
celeba,20,10,3,erdos,06,64,10000,ubar,80,gaussian,1,0.9132,0.9188,celeba_20_10_3_erdos_06_64_10000_ubar_80attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,0,directed_deviation,1,0.8273,0.8273,celeba_20_10_3_fully_64_10000_balance_0attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,10,directed_deviation,1,0.6953,0.5836,celeba_20_10_3_fully_64_10000_balance_10attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,10,gaussian,1,0.5111,0.5242,celeba_20_10_3_fully_64_10000_balance_10attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,20,directed_deviation,1,0.8558,0.8036,celeba_20_10_3_fully_64_10000_balance_20attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,20,gaussian,1,0.5146,0.5337,celeba_20_10_3_fully_64_10000_balance_20attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,30,directed_deviation,1,0.8422,0.8321,celeba_20_10_3_fully_64_10000_balance_30attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,30,gaussian,1,0.5387,0.5983,celeba_20_10_3_fully_64_10000_balance_30attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,40,directed_deviation,1,0.5638,0.5424,celeba_20_10_3_fully_64_10000_balance_40attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,40,gaussian,1,0.5811,0.5609,celeba_20_10_3_fully_64_10000_balance_40attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,50,directed_deviation,1,0.7703,0.7533,celeba_20_10_3_fully_64_10000_balance_50attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,50,gaussian,1,0.5037,0.5248,celeba_20_10_3_fully_64_10000_balance_50attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,60,directed_deviation,1,0.6731,0.6512,celeba_20_10_3_fully_64_10000_balance_60attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,60,gaussian,1,0.5664,0.5764,celeba_20_10_3_fully_64_10000_balance_60attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,70,directed_deviation,1,0.674,0.6482,celeba_20_10_3_fully_64_10000_balance_70attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,70,gaussian,1,0.5239,0.5182,celeba_20_10_3_fully_64_10000_balance_70attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,80,directed_deviation,1,0.5619,0.5456,celeba_20_10_3_fully_64_10000_balance_80attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,balance,80,gaussian,1,0.536,0.522,celeba_20_10_3_fully_64_10000_balance_80attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,0,directed_deviation,1,0.8305,0.8305,celeba_20_10_3_fully_64_10000_coarse_0attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,10,directed_deviation,1,0.539,0.5176,celeba_20_10_3_fully_64_10000_coarse_10attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,10,gaussian,1,0.8547,0.8524,celeba_20_10_3_fully_64_10000_coarse_10attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,20,directed_deviation,1,0.8823,0.8717,celeba_20_10_3_fully_64_10000_coarse_20attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,20,gaussian,1,0.8058,0.8135,celeba_20_10_3_fully_64_10000_coarse_20attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,30,directed_deviation,1,0.8343,0.7974,celeba_20_10_3_fully_64_10000_coarse_30attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,30,gaussian,1,0.7646,0.7681,celeba_20_10_3_fully_64_10000_coarse_30attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,40,directed_deviation,1,0.8169,0.8076,celeba_20_10_3_fully_64_10000_coarse_40attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,40,gaussian,1,0.7924,0.8003,celeba_20_10_3_fully_64_10000_coarse_40attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,50,directed_deviation,1,0.7361,0.7279,celeba_20_10_3_fully_64_10000_coarse_50attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,50,gaussian,1,0.6611,0.6653,celeba_20_10_3_fully_64_10000_coarse_50attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,60,directed_deviation,1,0.5167,0.5158,celeba_20_10_3_fully_64_10000_coarse_60attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,60,gaussian,1,0.6842,0.6935,celeba_20_10_3_fully_64_10000_coarse_60attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,70,directed_deviation,1,0.5215,0.5183,celeba_20_10_3_fully_64_10000_coarse_70attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,70,gaussian,1,0.6814,0.6782,celeba_20_10_3_fully_64_10000_coarse_70attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,80,directed_deviation,1,0.6779,0.6764,celeba_20_10_3_fully_64_10000_coarse_80attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,coarse,80,gaussian,1,0.7431,0.7536,celeba_20_10_3_fully_64_10000_coarse_80attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,0,directed_deviation,1,0.9204,0.9204,celeba_20_10_3_fully_64_10000_d-fedavg_0attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,10,directed_deviation,1,0.8521,0.845,celeba_20_10_3_fully_64_10000_d-fedavg_10attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,10,gaussian,1,0.5115,0.5073,celeba_20_10_3_fully_64_10000_d-fedavg_10attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,20,directed_deviation,1,0.6042,0.6078,celeba_20_10_3_fully_64_10000_d-fedavg_20attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,20,gaussian,1,0.5034,0.4991,celeba_20_10_3_fully_64_10000_d-fedavg_20attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,30,directed_deviation,1,0.6375,0.6339,celeba_20_10_3_fully_64_10000_d-fedavg_30attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,30,gaussian,1,0.5076,0.5038,celeba_20_10_3_fully_64_10000_d-fedavg_30attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,40,directed_deviation,1,0.7125,0.7146,celeba_20_10_3_fully_64_10000_d-fedavg_40attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,40,gaussian,1,0.5028,0.4989,celeba_20_10_3_fully_64_10000_d-fedavg_40attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,50,directed_deviation,1,0.5194,0.5323,celeba_20_10_3_fully_64_10000_d-fedavg_50attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,50,gaussian,1,0.4968,0.5033,celeba_20_10_3_fully_64_10000_d-fedavg_50attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,60,directed_deviation,1,0.5283,0.542,celeba_20_10_3_fully_64_10000_d-fedavg_60attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,60,gaussian,1,0.4943,0.491,celeba_20_10_3_fully_64_10000_d-fedavg_60attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,70,directed_deviation,1,0.5052,0.506,celeba_20_10_3_fully_64_10000_d-fedavg_70attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,70,gaussian,1,0.4971,0.5131,celeba_20_10_3_fully_64_10000_d-fedavg_70attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,80,directed_deviation,1,0.484,0.4821,celeba_20_10_3_fully_64_10000_d-fedavg_80attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,d-fedavg,80,gaussian,1,0.5017,0.4904,celeba_20_10_3_fully_64_10000_d-fedavg_80attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,0,directed_deviation,1,0.9062,0.9062,celeba_20_10_3_fully_64_10000_krum_0attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,10,directed_deviation,1,0.9033,0.9065,celeba_20_10_3_fully_64_10000_krum_10attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,10,gaussian,1,0.9033,0.9065,celeba_20_10_3_fully_64_10000_krum_10attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,20,directed_deviation,1,0.903,0.9069,celeba_20_10_3_fully_64_10000_krum_20attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,20,gaussian,1,0.903,0.9069,celeba_20_10_3_fully_64_10000_krum_20attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,30,directed_deviation,1,0.8984,0.9047,celeba_20_10_3_fully_64_10000_krum_30attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,30,gaussian,1,0.903,0.9108,celeba_20_10_3_fully_64_10000_krum_30attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,40,directed_deviation,1,0.9062,0.9082,celeba_20_10_3_fully_64_10000_krum_40attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,40,gaussian,1,0.9062,0.9082,celeba_20_10_3_fully_64_10000_krum_40attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,50,directed_deviation,1,0.5194,0.5323,celeba_20_10_3_fully_64_10000_krum_50attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,50,gaussian,1,0.4976,0.5004,celeba_20_10_3_fully_64_10000_krum_50attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,60,directed_deviation,1,0.5283,0.542,celeba_20_10_3_fully_64_10000_krum_60attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,60,gaussian,1,0.4943,0.491,celeba_20_10_3_fully_64_10000_krum_60attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,70,directed_deviation,1,0.5029,0.4937,celeba_20_10_3_fully_64_10000_krum_70attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,70,gaussian,1,0.4971,0.5131,celeba_20_10_3_fully_64_10000_krum_70attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,80,directed_deviation,1,0.484,0.4821,celeba_20_10_3_fully_64_10000_krum_80attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,krum,80,gaussian,1,0.5017,0.4904,celeba_20_10_3_fully_64_10000_krum_80attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,0,directed_deviation,1,0.9116,0.9116,celeba_20_10_3_fully_64_10000_ubar_0attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,10,directed_deviation,1,0.9223,0.9146,celeba_20_10_3_fully_64_10000_ubar_10attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,10,gaussian,1,0.9223,0.9146,celeba_20_10_3_fully_64_10000_ubar_10attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,20,directed_deviation,1,0.9145,0.9153,celeba_20_10_3_fully_64_10000_ubar_20attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,20,gaussian,1,0.9145,0.9153,celeba_20_10_3_fully_64_10000_ubar_20attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,30,directed_deviation,1,0.9112,0.9157,celeba_20_10_3_fully_64_10000_ubar_30attack_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,30,gaussian,1,0.9112,0.9157,celeba_20_10_3_fully_64_10000_ubar_30attack_gaussian_1lambda.log
celeba,20,10,3,fully,NA,64,10000,ubar,40,directed_deviation,1,0.9133,0.9161,celeba_20_10_3_fully_64_10000_ubar_40attack_1lambda.log
