dataset,num_nodes,num_epochs,local_epochs,graph_type,graph_param,batch_size,samples_per_client,algorithm,attack_percentage,attack_type,lambda,final_compromised_accuracy,final_honest_accuracy,overall_asr,honest_asr,compromised_asr,filename
celeba,20,10,3,ring,,64,10000,krum,80,krum,1,0.516,0.5176,,,,celeba_20_10_3_ring_64_10000_krum_80attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,10,directed_deviation,1,0.9028,0.8942,,,,celeba_20_10_3_ring_64_10000_sketchguard_10attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,10,backdoor,1,0.5107,0.8942,0.5887,0.543,1.0,celeba_20_10_3_ring_64_10000_sketchguard_10attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,10,gaussian,1,0.9028,0.8942,,,,celeba_20_10_3_ring_64_10000_sketchguard_10attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,10,krum,1,0.9028,0.8942,,,,celeba_20_10_3_ring_64_10000_sketchguard_10attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,20,directed_deviation,1,0.8971,0.8975,,,,celeba_20_10_3_ring_64_10000_sketchguard_20attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,20,backdoor,1,0.5131,0.8975,0.6342,0.5428,1.0,celeba_20_10_3_ring_64_10000_sketchguard_20attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,20,gaussian,1,0.8971,0.8975,,,,celeba_20_10_3_ring_64_10000_sketchguard_20attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,20,krum,1,0.8971,0.8975,,,,celeba_20_10_3_ring_64_10000_sketchguard_20attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,30,directed_deviation,1,0.8292,0.8976,,,,celeba_20_10_3_ring_64_10000_sketchguard_30attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,30,backdoor,1,0.5154,0.8977,0.6837,0.5482,1.0,celeba_20_10_3_ring_64_10000_sketchguard_30attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,30,gaussian,1,0.8292,0.8976,,,,celeba_20_10_3_ring_64_10000_sketchguard_30attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,30,krum,1,0.8294,0.8977,,,,celeba_20_10_3_ring_64_10000_sketchguard_30attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,40,directed_deviation,1,0.8034,0.8989,,,,celeba_20_10_3_ring_64_10000_sketchguard_40attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,40,backdoor,1,0.5124,0.8989,0.7257,0.5429,1.0,celeba_20_10_3_ring_64_10000_sketchguard_40attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,40,gaussian,1,0.8034,0.8989,,,,celeba_20_10_3_ring_64_10000_sketchguard_40attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,40,krum,1,0.8034,0.8989,,,,celeba_20_10_3_ring_64_10000_sketchguard_40attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,50,directed_deviation,1,0.7813,0.8609,,,,celeba_20_10_3_ring_64_10000_sketchguard_50attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,50,backdoor,1,0.511,0.8609,0.7952,0.5904,1.0,celeba_20_10_3_ring_64_10000_sketchguard_50attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,50,gaussian,1,0.745,0.8609,,,,celeba_20_10_3_ring_64_10000_sketchguard_50attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,50,krum,1,0.745,0.8609,,,,celeba_20_10_3_ring_64_10000_sketchguard_50attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,60,directed_deviation,1,0.7671,0.8059,,,,celeba_20_10_3_ring_64_10000_sketchguard_60attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,60,backdoor,1,0.5167,0.8059,0.8657,0.6642,1.0,celeba_20_10_3_ring_64_10000_sketchguard_60attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,60,gaussian,1,0.7057,0.8059,,,,celeba_20_10_3_ring_64_10000_sketchguard_60attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,60,krum,1,0.7057,0.8059,,,,celeba_20_10_3_ring_64_10000_sketchguard_60attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,70,directed_deviation,1,0.7593,0.6461,,,,celeba_20_10_3_ring_64_10000_sketchguard_70attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,70,backdoor,1,0.5172,0.6461,0.9536,0.8452,1.0,celeba_20_10_3_ring_64_10000_sketchguard_70attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,70,gaussian,1,0.6797,0.6461,,,,celeba_20_10_3_ring_64_10000_sketchguard_70attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,70,krum,1,0.7069,0.646,,,,celeba_20_10_3_ring_64_10000_sketchguard_70attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,80,directed_deviation,1,0.6812,0.5176,,,,celeba_20_10_3_ring_64_10000_sketchguard_80attack_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,80,backdoor,1,0.516,0.5176,1.0,1.0,1.0,celeba_20_10_3_ring_64_10000_sketchguard_80attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,80,gaussian,1,0.6319,0.5176,,,,celeba_20_10_3_ring_64_10000_sketchguard_80attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,sketchguard,80,krum,1,0.6557,0.5176,,,,celeba_20_10_3_ring_64_10000_sketchguard_80attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,10,directed_deviation,1,0.9046,0.899,,,,celeba_20_10_3_ring_64_10000_ubar_10attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,10,backdoor,1,0.5107,0.8993,0.5886,0.5429,1.0,celeba_20_10_3_ring_64_10000_ubar_10attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,10,gaussian,1,0.9037,0.8993,,,,celeba_20_10_3_ring_64_10000_ubar_10attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,10,krum,1,0.9037,0.8993,,,,celeba_20_10_3_ring_64_10000_ubar_10attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,20,directed_deviation,1,0.901,0.8993,,,,celeba_20_10_3_ring_64_10000_ubar_20attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,20,backdoor,1,0.5131,0.8994,0.6324,0.5405,1.0,celeba_20_10_3_ring_64_10000_ubar_20attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,20,gaussian,1,0.9008,0.8994,,,,celeba_20_10_3_ring_64_10000_ubar_20attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,20,krum,1,0.9008,0.8994,,,,celeba_20_10_3_ring_64_10000_ubar_20attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,30,directed_deviation,1,0.8304,0.9011,,,,celeba_20_10_3_ring_64_10000_ubar_30attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,30,backdoor,1,0.5154,0.9011,0.6839,0.5484,1.0,celeba_20_10_3_ring_64_10000_ubar_30attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,30,gaussian,1,0.8304,0.9011,,,,celeba_20_10_3_ring_64_10000_ubar_30attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,30,krum,1,0.8304,0.9011,,,,celeba_20_10_3_ring_64_10000_ubar_30attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,40,directed_deviation,1,0.8026,0.8995,,,,celeba_20_10_3_ring_64_10000_ubar_40attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,40,backdoor,1,0.5124,0.8995,0.7292,0.5486,1.0,celeba_20_10_3_ring_64_10000_ubar_40attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,40,gaussian,1,0.8026,0.8995,,,,celeba_20_10_3_ring_64_10000_ubar_40attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,40,krum,1,0.8026,0.8995,,,,celeba_20_10_3_ring_64_10000_ubar_40attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,50,directed_deviation,1,0.7071,0.8619,,,,celeba_20_10_3_ring_64_10000_ubar_50attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,50,backdoor,1,0.511,0.8615,0.7982,0.5964,1.0,celeba_20_10_3_ring_64_10000_ubar_50attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,50,gaussian,1,0.7071,0.8619,,,,celeba_20_10_3_ring_64_10000_ubar_50attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,50,krum,1,0.7071,0.8619,,,,celeba_20_10_3_ring_64_10000_ubar_50attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,60,directed_deviation,1,0.6428,0.8059,,,,celeba_20_10_3_ring_64_10000_ubar_60attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,60,backdoor,1,0.5167,0.8059,0.8657,0.6642,1.0,celeba_20_10_3_ring_64_10000_ubar_60attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,60,gaussian,1,0.6428,0.8059,,,,celeba_20_10_3_ring_64_10000_ubar_60attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,60,krum,1,0.6428,0.8059,,,,celeba_20_10_3_ring_64_10000_ubar_60attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,70,directed_deviation,1,0.5465,0.6461,,,,celeba_20_10_3_ring_64_10000_ubar_70attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,70,backdoor,1,0.5172,0.646,0.9535,0.8449,1.0,celeba_20_10_3_ring_64_10000_ubar_70attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,70,gaussian,1,0.5465,0.6461,,,,celeba_20_10_3_ring_64_10000_ubar_70attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,70,krum,1,0.5465,0.6461,,,,celeba_20_10_3_ring_64_10000_ubar_70attack_krum_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,80,directed_deviation,1,0.516,0.5176,,,,celeba_20_10_3_ring_64_10000_ubar_80attack_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,80,backdoor,1,0.516,0.5176,1.0,1.0,1.0,celeba_20_10_3_ring_64_10000_ubar_80attack_backdoor_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,80,gaussian,1,0.516,0.5176,,,,celeba_20_10_3_ring_64_10000_ubar_80attack_gaussian_1lambda.log
celeba,20,10,3,ring,,64,10000,ubar,80,krum,1,0.516,0.5176,,,,celeba_20_10_3_ring_64_10000_ubar_80attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,0,directed_deviation,1,0.8342,0.8342,,,,femnist_20_10_3_erdos_02_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,0,gaussian,1,0.8342,0.8342,,,,femnist_20_10_3_erdos_02_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,0,krum,1,0.8342,0.8342,,,,femnist_20_10_3_erdos_02_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,0,backdoor,1,0.8342,0.8342,0.0,0.0,0.0,femnist_20_10_3_erdos_02_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,10,directed_deviation,1,0.8341,0.8343,,,,femnist_20_10_3_erdos_02_64_10000_balance_10attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,10,backdoor,1,0.0501,0.8343,0.1486,0.0541,1.0,femnist_20_10_3_erdos_02_64_10000_balance_10attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,10,gaussian,1,0.8341,0.8343,,,,femnist_20_10_3_erdos_02_64_10000_balance_10attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,10,krum,1,0.8341,0.8343,,,,femnist_20_10_3_erdos_02_64_10000_balance_10attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,20,directed_deviation,1,0.8324,0.8354,,,,femnist_20_10_3_erdos_02_64_10000_balance_20attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,20,backdoor,1,0.0492,0.8354,0.2443,0.0554,1.0,femnist_20_10_3_erdos_02_64_10000_balance_20attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,20,gaussian,1,0.8324,0.8354,,,,femnist_20_10_3_erdos_02_64_10000_balance_20attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,20,krum,1,0.8324,0.8354,,,,femnist_20_10_3_erdos_02_64_10000_balance_20attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,30,directed_deviation,1,0.8357,0.8375,,,,femnist_20_10_3_erdos_02_64_10000_balance_30attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,30,backdoor,1,0.051,0.8375,0.3385,0.055,1.0,femnist_20_10_3_erdos_02_64_10000_balance_30attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,30,gaussian,1,0.8357,0.8375,,,,femnist_20_10_3_erdos_02_64_10000_balance_30attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,30,krum,1,0.8357,0.8375,,,,femnist_20_10_3_erdos_02_64_10000_balance_30attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,40,directed_deviation,1,0.8383,0.8386,,,,femnist_20_10_3_erdos_02_64_10000_balance_40attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,40,backdoor,1,0.0504,0.8386,0.4324,0.054,1.0,femnist_20_10_3_erdos_02_64_10000_balance_40attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,40,gaussian,1,0.8383,0.8386,,,,femnist_20_10_3_erdos_02_64_10000_balance_40attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,40,krum,1,0.8383,0.8386,,,,femnist_20_10_3_erdos_02_64_10000_balance_40attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,50,directed_deviation,1,0.8446,0.8445,,,,femnist_20_10_3_erdos_02_64_10000_balance_50attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,50,backdoor,1,0.0508,0.8445,0.5259,0.0518,1.0,femnist_20_10_3_erdos_02_64_10000_balance_50attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,50,gaussian,1,0.8446,0.8445,,,,femnist_20_10_3_erdos_02_64_10000_balance_50attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,50,krum,1,0.8446,0.8445,,,,femnist_20_10_3_erdos_02_64_10000_balance_50attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,60,directed_deviation,1,0.7803,0.845,,,,femnist_20_10_3_erdos_02_64_10000_balance_60attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,60,backdoor,1,0.0505,0.845,0.6205,0.0513,1.0,femnist_20_10_3_erdos_02_64_10000_balance_60attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,60,gaussian,1,0.7805,0.845,,,,femnist_20_10_3_erdos_02_64_10000_balance_60attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,60,krum,1,0.7805,0.845,,,,femnist_20_10_3_erdos_02_64_10000_balance_60attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,70,directed_deviation,1,0.7899,0.8455,,,,femnist_20_10_3_erdos_02_64_10000_balance_70attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,70,backdoor,1,0.0502,0.8455,0.7155,0.0517,1.0,femnist_20_10_3_erdos_02_64_10000_balance_70attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,70,gaussian,1,0.7913,0.8455,,,,femnist_20_10_3_erdos_02_64_10000_balance_70attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,70,krum,1,0.7913,0.8455,,,,femnist_20_10_3_erdos_02_64_10000_balance_70attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,80,directed_deviation,1,0.6452,0.8459,,,,femnist_20_10_3_erdos_02_64_10000_balance_80attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,80,backdoor,1,0.0501,0.8459,0.8106,0.0528,1.0,femnist_20_10_3_erdos_02_64_10000_balance_80attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,80,gaussian,1,0.6481,0.8459,,,,femnist_20_10_3_erdos_02_64_10000_balance_80attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,balance,80,krum,1,0.6453,0.8459,,,,femnist_20_10_3_erdos_02_64_10000_balance_80attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,0,directed_deviation,1,0.8485,0.8485,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,0,gaussian,1,0.8485,0.8485,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,0,krum,1,0.8485,0.8485,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,0,backdoor,1,0.8485,0.8485,0.0,0.0,0.0,femnist_20_10_3_erdos_02_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,10,directed_deviation,1,0.0501,0.0531,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_10attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,10,backdoor,1,0.0506,0.0526,0.0,0.0,0.0,femnist_20_10_3_erdos_02_64_10000_d-fedavg_10attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,10,gaussian,1,0.0501,0.0496,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_10attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,10,krum,1,0.0508,0.0524,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_10attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,20,directed_deviation,1,0.0553,0.0541,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_20attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,20,backdoor,1,0.0553,0.0544,0.0,0.0,0.0,femnist_20_10_3_erdos_02_64_10000_d-fedavg_20attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,20,gaussian,1,0.0492,0.0498,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_20attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,20,krum,1,0.0553,0.0544,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_20attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,30,directed_deviation,1,0.0561,0.0539,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_30attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,30,backdoor,1,0.0483,0.0485,0.0,0.0,0.0,femnist_20_10_3_erdos_02_64_10000_d-fedavg_30attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,30,gaussian,1,0.051,0.0491,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_30attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,30,krum,1,0.0561,0.0539,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_30attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,40,directed_deviation,1,0.0504,0.0491,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_40attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,40,backdoor,1,0.0504,0.0491,1.0,1.0,1.0,femnist_20_10_3_erdos_02_64_10000_d-fedavg_40attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,40,gaussian,1,0.0504,0.0491,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_40attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,40,krum,1,0.0504,0.0491,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_40attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,50,directed_deviation,1,0.0498,0.0476,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_50attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,50,backdoor,1,0.0498,0.0473,0.75,0.6,0.9,femnist_20_10_3_erdos_02_64_10000_d-fedavg_50attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,50,gaussian,1,0.0508,0.0485,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_50attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,50,krum,1,0.0498,0.0465,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_50attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,60,directed_deviation,1,0.0545,0.0479,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_60attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,60,backdoor,1,0.0545,0.0479,0.05,0.0,0.0833,femnist_20_10_3_erdos_02_64_10000_d-fedavg_60attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,60,gaussian,1,0.0488,0.0485,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_60attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,60,krum,1,0.0561,0.052,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_60attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,70,directed_deviation,1,0.051,0.0466,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_70attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,70,backdoor,1,0.051,0.0466,0.6,0.5,0.6429,femnist_20_10_3_erdos_02_64_10000_d-fedavg_70attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,70,gaussian,1,0.047,0.0485,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_70attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,70,krum,1,0.0561,0.0509,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_70attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,80,directed_deviation,1,0.0531,0.0512,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_80attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,80,backdoor,1,0.0519,0.0508,0.2,0.0,0.25,femnist_20_10_3_erdos_02_64_10000_d-fedavg_80attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,80,gaussian,1,0.0388,0.0481,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_80attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,d-fedavg,80,krum,1,0.0505,0.0512,,,,femnist_20_10_3_erdos_02_64_10000_d-fedavg_80attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,0,directed_deviation,1,0.8363,0.8363,,,,femnist_20_10_3_erdos_02_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,0,gaussian,1,0.8363,0.8363,,,,femnist_20_10_3_erdos_02_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,0,krum,1,0.8363,0.8363,,,,femnist_20_10_3_erdos_02_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,0,backdoor,1,0.8363,0.8363,0.0,0.0,0.0,femnist_20_10_3_erdos_02_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,10,directed_deviation,1,0.8362,0.8369,,,,femnist_20_10_3_erdos_02_64_10000_krum_10attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,10,backdoor,1,0.8367,0.8356,0.0559,0.0563,0.0523,femnist_20_10_3_erdos_02_64_10000_krum_10attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,10,gaussian,1,0.8341,0.8356,,,,femnist_20_10_3_erdos_02_64_10000_krum_10attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,10,krum,1,0.8362,0.8369,,,,femnist_20_10_3_erdos_02_64_10000_krum_10attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,20,directed_deviation,1,0.6358,0.7856,,,,femnist_20_10_3_erdos_02_64_10000_krum_20attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,20,backdoor,1,0.6414,0.7875,0.0467,0.0473,0.0443,femnist_20_10_3_erdos_02_64_10000_krum_20attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,20,gaussian,1,0.8415,0.8363,,,,femnist_20_10_3_erdos_02_64_10000_krum_20attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,20,krum,1,0.6396,0.7847,,,,femnist_20_10_3_erdos_02_64_10000_krum_20attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,30,directed_deviation,1,0.3037,0.78,,,,femnist_20_10_3_erdos_02_64_10000_krum_30attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,30,backdoor,1,0.3037,0.78,0.2374,0.1162,0.5202,femnist_20_10_3_erdos_02_64_10000_krum_30attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,30,gaussian,1,0.8329,0.8376,,,,femnist_20_10_3_erdos_02_64_10000_krum_30attack_gaussian_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,30,krum,1,0.3037,0.78,,,,femnist_20_10_3_erdos_02_64_10000_krum_30attack_krum_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,40,directed_deviation,1,0.0482,0.0494,,,,femnist_20_10_3_erdos_02_64_10000_krum_40attack_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,40,backdoor,1,0.0513,0.0507,0.15,0.1667,0.125,femnist_20_10_3_erdos_02_64_10000_krum_40attack_backdoor_1lambda.log
femnist,20,10,3,erdos,2.0,64,10000,krum,40,gaussian,1,0.0459,0.1812,,,,femnist_20_10_3_erdos_02_64_10000_krum_40attack_gaussian_1lambda.log
