dataset,num_nodes,num_epochs,local_epochs,graph_type,graph_param,batch_size,samples_per_client,algorithm,attack_percentage,attack_type,lambda,final_compromised_accuracy,final_honest_accuracy,overall_asr,honest_asr,compromised_asr,filename
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,40,krum,1,0.8455,0.8424,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_40attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,50,directed_deviation,1,0.8472,0.8441,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_50attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,50,backdoor,1,0.0508,0.8441,0.5261,0.0522,1.0,femnist_20_10_3_erdos_045_64_10000_sketchguard_50attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,50,gaussian,1,0.8472,0.8441,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_50attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,50,krum,1,0.8472,0.8441,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_50attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,60,directed_deviation,1,0.848,0.8444,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_60attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,60,backdoor,1,0.0505,0.8444,0.6207,0.0519,1.0,femnist_20_10_3_erdos_045_64_10000_sketchguard_60attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,60,gaussian,1,0.848,0.8444,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_60attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,60,krum,1,0.848,0.8444,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_60attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,70,directed_deviation,1,0.851,0.8454,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_70attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,70,backdoor,1,0.0502,0.8454,0.7159,0.0531,1.0,femnist_20_10_3_erdos_045_64_10000_sketchguard_70attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,70,gaussian,1,0.851,0.8454,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_70attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,70,krum,1,0.851,0.8454,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_70attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,80,directed_deviation,1,0.7979,0.8438,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_80attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,80,backdoor,1,0.0501,0.8438,0.8107,0.0535,1.0,femnist_20_10_3_erdos_045_64_10000_sketchguard_80attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,80,gaussian,1,0.7987,0.8438,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_80attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,sketchguard,80,krum,1,0.7979,0.8438,,,,femnist_20_10_3_erdos_045_64_10000_sketchguard_80attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,0,directed_deviation,1,0.8389,0.8389,,,,femnist_20_10_3_erdos_045_64_10000_ubar_0attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,0,gaussian,1,0.8389,0.8389,,,,femnist_20_10_3_erdos_045_64_10000_ubar_0attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,0,krum,1,0.8389,0.8389,,,,femnist_20_10_3_erdos_045_64_10000_ubar_0attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,0,backdoor,1,0.8389,0.8389,0.0,0.0,0.0,femnist_20_10_3_erdos_045_64_10000_ubar_0attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,10,directed_deviation,1,0.8438,0.8404,,,,femnist_20_10_3_erdos_045_64_10000_ubar_10attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,10,backdoor,1,0.0501,0.8404,0.1497,0.0553,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_10attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,10,gaussian,1,0.8438,0.8404,,,,femnist_20_10_3_erdos_045_64_10000_ubar_10attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,10,krum,1,0.8438,0.8404,,,,femnist_20_10_3_erdos_045_64_10000_ubar_10attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,20,directed_deviation,1,0.845,0.8424,,,,femnist_20_10_3_erdos_045_64_10000_ubar_20attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,20,backdoor,1,0.0492,0.8424,0.2446,0.0558,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_20attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,20,gaussian,1,0.845,0.8424,,,,femnist_20_10_3_erdos_045_64_10000_ubar_20attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,20,krum,1,0.845,0.8424,,,,femnist_20_10_3_erdos_045_64_10000_ubar_20attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,30,directed_deviation,1,0.8411,0.8411,,,,femnist_20_10_3_erdos_045_64_10000_ubar_30attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,30,backdoor,1,0.051,0.8411,0.337,0.0529,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_30attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,30,gaussian,1,0.8411,0.8411,,,,femnist_20_10_3_erdos_045_64_10000_ubar_30attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,30,krum,1,0.8411,0.8411,,,,femnist_20_10_3_erdos_045_64_10000_ubar_30attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,40,directed_deviation,1,0.8428,0.8397,,,,femnist_20_10_3_erdos_045_64_10000_ubar_40attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,40,backdoor,1,0.0504,0.8397,0.4314,0.0523,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_40attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,40,gaussian,1,0.8428,0.8397,,,,femnist_20_10_3_erdos_045_64_10000_ubar_40attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,40,krum,1,0.8428,0.8397,,,,femnist_20_10_3_erdos_045_64_10000_ubar_40attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,50,directed_deviation,1,0.8442,0.8431,,,,femnist_20_10_3_erdos_045_64_10000_ubar_50attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,50,backdoor,1,0.0508,0.8431,0.5254,0.0509,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_50attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,50,gaussian,1,0.8442,0.8431,,,,femnist_20_10_3_erdos_045_64_10000_ubar_50attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,50,krum,1,0.8442,0.8431,,,,femnist_20_10_3_erdos_045_64_10000_ubar_50attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,60,directed_deviation,1,0.8478,0.8451,,,,femnist_20_10_3_erdos_045_64_10000_ubar_60attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,60,backdoor,1,0.0505,0.8451,0.6204,0.051,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_60attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,60,gaussian,1,0.8478,0.8451,,,,femnist_20_10_3_erdos_045_64_10000_ubar_60attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,60,krum,1,0.8478,0.8451,,,,femnist_20_10_3_erdos_045_64_10000_ubar_60attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,70,directed_deviation,1,0.8518,0.8449,,,,femnist_20_10_3_erdos_045_64_10000_ubar_70attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,70,backdoor,1,0.0502,0.8449,0.716,0.0533,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_70attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,70,gaussian,1,0.8518,0.8449,,,,femnist_20_10_3_erdos_045_64_10000_ubar_70attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,70,krum,1,0.8518,0.8449,,,,femnist_20_10_3_erdos_045_64_10000_ubar_70attack_krum_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,80,directed_deviation,1,0.7975,0.8432,,,,femnist_20_10_3_erdos_045_64_10000_ubar_80attack_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,80,backdoor,1,0.0501,0.8432,0.8106,0.0531,1.0,femnist_20_10_3_erdos_045_64_10000_ubar_80attack_backdoor_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,80,gaussian,1,0.7986,0.8432,,,,femnist_20_10_3_erdos_045_64_10000_ubar_80attack_gaussian_1lambda.log
femnist,20,10,3,erdos,45.0,64,10000,ubar,80,krum,1,0.7955,0.8432,,,,femnist_20_10_3_erdos_045_64_10000_ubar_80attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,0,directed_deviation,1,0.8375,0.8375,,,,femnist_20_10_3_erdos_06_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,0,gaussian,1,0.8375,0.8375,,,,femnist_20_10_3_erdos_06_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,0,krum,1,0.8375,0.8375,,,,femnist_20_10_3_erdos_06_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,0,backdoor,1,0.8375,0.8375,0.0,0.0,0.0,femnist_20_10_3_erdos_06_64_10000_balance_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,10,directed_deviation,1,0.8401,0.8375,,,,femnist_20_10_3_erdos_06_64_10000_balance_10attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,10,backdoor,1,0.0472,0.8375,0.1479,0.0532,1.0,femnist_20_10_3_erdos_06_64_10000_balance_10attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,10,gaussian,1,0.8401,0.8375,,,,femnist_20_10_3_erdos_06_64_10000_balance_10attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,10,krum,1,0.8401,0.8375,,,,femnist_20_10_3_erdos_06_64_10000_balance_10attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,20,directed_deviation,1,0.8398,0.839,,,,femnist_20_10_3_erdos_06_64_10000_balance_20attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,20,backdoor,1,0.0495,0.839,0.242,0.0526,1.0,femnist_20_10_3_erdos_06_64_10000_balance_20attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,20,gaussian,1,0.8398,0.839,,,,femnist_20_10_3_erdos_06_64_10000_balance_20attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,20,krum,1,0.8398,0.839,,,,femnist_20_10_3_erdos_06_64_10000_balance_20attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,30,directed_deviation,1,0.8418,0.841,,,,femnist_20_10_3_erdos_06_64_10000_balance_30attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,30,backdoor,1,0.0505,0.841,0.3363,0.0518,1.0,femnist_20_10_3_erdos_06_64_10000_balance_30attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,30,gaussian,1,0.8418,0.841,,,,femnist_20_10_3_erdos_06_64_10000_balance_30attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,30,krum,1,0.8418,0.841,,,,femnist_20_10_3_erdos_06_64_10000_balance_30attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,40,directed_deviation,1,0.8431,0.8431,,,,femnist_20_10_3_erdos_06_64_10000_balance_40attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,40,backdoor,1,0.0501,0.8431,0.43,0.0499,1.0,femnist_20_10_3_erdos_06_64_10000_balance_40attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,40,gaussian,1,0.8431,0.8431,,,,femnist_20_10_3_erdos_06_64_10000_balance_40attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,40,krum,1,0.8431,0.8431,,,,femnist_20_10_3_erdos_06_64_10000_balance_40attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,50,directed_deviation,1,0.8454,0.8461,,,,femnist_20_10_3_erdos_06_64_10000_balance_50attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,50,backdoor,1,0.0506,0.8461,0.5245,0.0489,1.0,femnist_20_10_3_erdos_06_64_10000_balance_50attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,50,gaussian,1,0.8454,0.8461,,,,femnist_20_10_3_erdos_06_64_10000_balance_50attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,50,krum,1,0.8454,0.8461,,,,femnist_20_10_3_erdos_06_64_10000_balance_50attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,60,directed_deviation,1,0.8471,0.8467,,,,femnist_20_10_3_erdos_06_64_10000_balance_60attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,60,backdoor,1,0.0499,0.8467,0.6193,0.0482,1.0,femnist_20_10_3_erdos_06_64_10000_balance_60attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,60,gaussian,1,0.8471,0.8467,,,,femnist_20_10_3_erdos_06_64_10000_balance_60attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,60,krum,1,0.8471,0.8467,,,,femnist_20_10_3_erdos_06_64_10000_balance_60attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,70,directed_deviation,1,0.8481,0.8523,,,,femnist_20_10_3_erdos_06_64_10000_balance_70attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,70,backdoor,1,0.0503,0.8523,0.7142,0.0475,1.0,femnist_20_10_3_erdos_06_64_10000_balance_70attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,70,gaussian,1,0.8481,0.8523,,,,femnist_20_10_3_erdos_06_64_10000_balance_70attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,70,krum,1,0.8481,0.8523,,,,femnist_20_10_3_erdos_06_64_10000_balance_70attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,80,directed_deviation,1,0.8501,0.8578,,,,femnist_20_10_3_erdos_06_64_10000_balance_80attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,80,backdoor,1,0.0497,0.8578,0.8098,0.0491,1.0,femnist_20_10_3_erdos_06_64_10000_balance_80attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,80,gaussian,1,0.8501,0.8578,,,,femnist_20_10_3_erdos_06_64_10000_balance_80attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,balance,80,krum,1,0.8501,0.8578,,,,femnist_20_10_3_erdos_06_64_10000_balance_80attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,0,directed_deviation,1,0.8501,0.8501,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,0,gaussian,1,0.8501,0.8501,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,0,krum,1,0.8501,0.8501,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,0,backdoor,1,0.8501,0.8501,0.0,0.0,0.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,10,directed_deviation,1,0.0482,0.053,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_10attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,10,backdoor,1,0.0472,0.0513,0.5,0.4444,1.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_10attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,10,gaussian,1,0.0472,0.0495,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_10attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,10,krum,1,0.0565,0.0538,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_10attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,20,directed_deviation,1,0.0495,0.0492,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_20attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,20,backdoor,1,0.0495,0.0492,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_20attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,20,gaussian,1,0.0495,0.0492,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_20attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,20,krum,1,0.0557,0.0557,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_20attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,30,directed_deviation,1,0.0566,0.0559,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_30attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,30,backdoor,1,0.0486,0.0489,0.0,0.0,0.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_30attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,30,gaussian,1,0.0505,0.0488,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_30attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,30,krum,1,0.0566,0.0559,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_30attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,40,directed_deviation,1,0.0501,0.0487,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_40attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,40,backdoor,1,0.0501,0.0487,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_40attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,40,gaussian,1,0.0501,0.0487,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_40attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,40,krum,1,0.0501,0.0487,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_40attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,50,directed_deviation,1,0.0506,0.048,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_50attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,50,backdoor,1,0.0506,0.048,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_50attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,50,gaussian,1,0.0506,0.048,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_50attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,50,krum,1,0.0506,0.048,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_50attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,60,directed_deviation,1,0.0499,0.0484,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_60attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,60,backdoor,1,0.0499,0.0484,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_60attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,60,gaussian,1,0.0499,0.0484,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_60attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,60,krum,1,0.0499,0.0484,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_60attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,70,directed_deviation,1,0.0503,0.047,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_70attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,70,backdoor,1,0.0503,0.047,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_70attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,70,gaussian,1,0.0503,0.047,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_70attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,70,krum,1,0.0556,0.0573,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_70attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,80,directed_deviation,1,0.0497,0.0476,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_80attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,80,backdoor,1,0.0497,0.0476,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_d-fedavg_80attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,80,gaussian,1,0.0497,0.0476,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_80attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,d-fedavg,80,krum,1,0.0497,0.0476,,,,femnist_20_10_3_erdos_06_64_10000_d-fedavg_80attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,0,directed_deviation,1,0.834,0.834,,,,femnist_20_10_3_erdos_06_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,0,gaussian,1,0.834,0.834,,,,femnist_20_10_3_erdos_06_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,0,krum,1,0.834,0.834,,,,femnist_20_10_3_erdos_06_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,0,backdoor,1,0.834,0.834,0.0,0.0,0.0,femnist_20_10_3_erdos_06_64_10000_krum_0attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,10,directed_deviation,1,0.8326,0.8336,,,,femnist_20_10_3_erdos_06_64_10000_krum_10attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,10,backdoor,1,0.8326,0.8336,0.0522,0.0522,0.0516,femnist_20_10_3_erdos_06_64_10000_krum_10attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,10,gaussian,1,0.8326,0.8336,,,,femnist_20_10_3_erdos_06_64_10000_krum_10attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,10,krum,1,0.8326,0.8336,,,,femnist_20_10_3_erdos_06_64_10000_krum_10attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,20,directed_deviation,1,0.8289,0.8309,,,,femnist_20_10_3_erdos_06_64_10000_krum_20attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,20,backdoor,1,0.8289,0.8309,0.0546,0.0542,0.0561,femnist_20_10_3_erdos_06_64_10000_krum_20attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,20,gaussian,1,0.8289,0.8309,,,,femnist_20_10_3_erdos_06_64_10000_krum_20attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,20,krum,1,0.8289,0.8309,,,,femnist_20_10_3_erdos_06_64_10000_krum_20attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,30,directed_deviation,1,0.8349,0.8353,,,,femnist_20_10_3_erdos_06_64_10000_krum_30attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,30,backdoor,1,0.8379,0.8374,0.0555,0.0551,0.0565,femnist_20_10_3_erdos_06_64_10000_krum_30attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,30,gaussian,1,0.8299,0.833,,,,femnist_20_10_3_erdos_06_64_10000_krum_30attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,30,krum,1,0.8349,0.8353,,,,femnist_20_10_3_erdos_06_64_10000_krum_30attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,40,directed_deviation,1,0.5398,0.7043,,,,femnist_20_10_3_erdos_06_64_10000_krum_40attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,40,backdoor,1,0.4412,0.7708,0.2866,0.1277,0.525,femnist_20_10_3_erdos_06_64_10000_krum_40attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,40,gaussian,1,0.7388,0.7673,,,,femnist_20_10_3_erdos_06_64_10000_krum_40attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,40,krum,1,0.4412,0.7708,,,,femnist_20_10_3_erdos_06_64_10000_krum_40attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,50,directed_deviation,1,0.0506,0.048,,,,femnist_20_10_3_erdos_06_64_10000_krum_50attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,50,backdoor,1,0.0506,0.048,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_krum_50attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,50,gaussian,1,0.0506,0.048,,,,femnist_20_10_3_erdos_06_64_10000_krum_50attack_gaussian_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,50,krum,1,0.0506,0.048,,,,femnist_20_10_3_erdos_06_64_10000_krum_50attack_krum_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,60,directed_deviation,1,0.0499,0.0484,,,,femnist_20_10_3_erdos_06_64_10000_krum_60attack_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,60,backdoor,1,0.0499,0.0484,1.0,1.0,1.0,femnist_20_10_3_erdos_06_64_10000_krum_60attack_backdoor_1lambda.log
femnist,20,10,3,erdos,6.0,64,10000,krum,60,gaussian,1,0.0499,0.0484,,,,femnist_20_10_3_erdos_06_64_10000_krum_60attack_gaussian_1lambda.log
